Date,Home,hpts,Away,apts
1/10/15,The Citadel,51,Mercer,74
1/10/15,Boston College,56,Miami FL,60
1/10/15,Eastern Michigan,81,Miami OH,82
1/10/15,Minnesota,57,Michigan,62
1/10/15,Florida Atlantic,58,Middle Tennessee,82
1/10/15,South Carolina,49,Mississippi,65
1/10/15,Alabama A&M,86,Mississippi Valley St.,73
1/10/15,St. Francis NY,61,Mount St. Mary's,71
1/10/15,South Dakota St.,87,Nebraska Omaha,68
1/10/15,Fresno St.,69,Nevada,66
1/10/15,UMKC,45,New Mexico St.,63
1/10/15,Sam Houston St.,68,New Orleans,62
1/10/15,Louisville,71,North Carolina,72
1/10/15,Savannah St.,47,North Carolina A&T,68
1/10/15,South Carolina St.,45,North Carolina Central,76
1/10/15,Portland St.,82,North Dakota,75
1/10/15,Southern Utah,67,Northern Arizona,70
1/10/15,Sacramento St.,73,Northern Colorado,84
1/10/15,Incarnate Word,101,Northwestern St.,103
1/10/15,Virginia,62,Notre Dame,56
1/10/15,Kansas St.,66,Oklahoma,63
1/10/15,Texas,58,Oklahoma St.,69
1/10/15,Arizona St.,56,Oregon,59
1/10/15,Saint Mary's,54,Pacific,47
1/10/15,Clemson,71,Pittsburgh,62
1/10/15,San Francisco,89,Portland,77
1/10/15,Texas Southern,81,Prairie View A&M,77
1/10/15,Penn,74,Princeton,78
1/10/15,Georgetown,57,Providence,60
1/10/15,Maryland,69,Purdue,60
1/10/15,Presbyterian,82,Radford,95
1/10/15,North Texas,66,Rice,63
1/10/15,Saint Peter's,55,Rider,68
1/10/15,St. Francis PA,77,Sacred Heart,68
1/10/15,Pepperdine,59,San Diego,47
1/10/15,Tennessee St.,38,SIU Edwardsville,45
1/10/15,Georgia Southern,81,South Alabama,73
1/10/15,Eastern Kentucky,68,Southeast Missouri St.,55
1/10/15,Houston Baptist,67,Southeastern Louisiana,87
1/10/15,Indiana St.,59,Southern Illinois,56
1/10/15,Baylor,66,TCU,59
1/10/15,Tulsa,63,Temple,56
1/10/15,Alabama,56,Tennessee,38
1/10/15,Morehead St.,72,Tennessee Martin,75
1/10/15,Austin Peay,56,Tennessee Tech,72
1/10/15,Kentucky,70,Texas A&M,64
1/10/15,McNeese St.,61,Texas A&M Corpus Chris,71
1/10/15,Chicago St.,59,Texas Pan American,64
1/10/15,Louisiana Monroe,62,Texas St.,59
1/10/15,Northeastern,52,Towson,49
1/10/15,FIU,53,UAB,70
1/10/15,Long Beach St.,67,UC Davis,73
1/10/15,UC Riverside,55,UC Irvine,69
1/10/15,Albany,64,UMass Lowell,51
1/10/15,Drexel,57,UNC Wilmington,64
1/10/15,San Jose St.,40,UNLV,74
1/10/15,Kennesaw St.,65,USC Upstate,68
1/10/15,Arkansas St.,50,UT Arlington,77
1/10/15,New Mexico,66,Utah St.,60
1/10/15,Seattle,52,Utah Valley,70
1/10/15,Southern Miss,40,UTEP,74
1/10/15,Louisiana Tech,84,UTSA,72
1/10/15,Cleveland St.,56,Valparaiso,58
1/10/15,Saint Joseph's,74,VCU,89
1/10/15,Stony Brook,57,Vermont,71
1/10/15,DePaul,64,Villanova,81
1/10/15,LIU Brooklyn,82,Wagner,87
1/10/15,Georgia Tech,69,Wake Forest,76
1/10/15,Washington St.,80,Washington,77
1/10/15,Montana St.,62,Weber St.,65
1/10/15,Iowa St.,74,West Virginia,72
1/10/15,UNC Greensboro,72,Western Carolina,82
1/10/15,Oral Roberts,66,Western Illinois,57
1/10/15,Old Dominion,65,Western Kentucky,72
1/10/15,Buffalo,68,Western Michigan,78
1/10/15,James Madison,73,William & Mary,81
1/10/15,Samford,62,Wofford,72
1/10/15,Boise St.,54,Wyoming,65
1/10/15,Daniel Webster,47,Yale,102
1/11/15,Massachusetts,66,George Mason,62
1/11/15,Youngstown St.,67,Green Bay,82
1/11/15,Memphis,62,Houston,44
1/11/15,Murray St.,84,Jacksonville St.,57
1/11/15,Wichita St.,67,Loyola Chicago,53
1/11/15,Northwestern,77,Michigan St.,84
1/11/15,Illinois St.,69,Missouri St.,55
1/11/15,Illinois,43,Nebraska,53
1/11/15,Duke,75,North Carolina St.,87
1/11/15,Arizona,56,Oregon St.,58
1/11/15,Marist,54,Quinnipiac,66
1/11/15,St. Bonaventure,41,Richmond,60
1/11/15,Fairfield,79,Siena,67
1/11/15,Florida St.,57,Syracuse,70
1/11/15,South Florida,51,Tulane,56
1/11/15,SMU,70,UCF,61
1/11/15,California,54,UCLA,73
1/11/15,New Hampshire,63,UMBC,60
1/11/15,Stanford,78,USC,76
1/11/15,Wisconsin,62,Rutgers,67
1/12/15,Norfolk St.,79,Bethune Cookman,55
1/12/15,Lyndon St.,42,Brown,88
1/12/15,Coastal Carolina,70,Campbell,67
1/12/15,Hampton,78,Florida A&M,63
1/12/15,Alcorn St.,72,Grambling St.,70
1/12/15,Delaware St.,79,Howard,76
1/12/15,New Orleans,66,Incarnate Word,97
1/12/15,Southern,60,Jackson St.,52
1/12/15,Alabama St.,88,Mississippi Valley St.,76
1/12/15,Maryland Eastern Shore,78,Morgan St.,53
1/12/15,South Carolina St.,52,North Carolina A&T,50
1/12/15,Savannah St.,40,North Carolina Central,58
1/12/15,Monmouth,55,Rider,54
1/12/15,Sam Houston St.,72,Southeastern Louisiana,59
1/12/15,Lamar,66,Texas A&M Corpus Chris,64
1/12/15,UTSA,68,Texas Pan American,43
1/12/15,Alabama A&M,51,Arkansas Pine Bluff,48
1/13/15,UNLV,73,Boise St.,82
1/13/15,Northern Iowa,63,Bradley,52
1/13/15,Stephen F. Austin,109,Central Arkansas,58
1/13/15,Georgetown,78,DePaul,72
1/13/15,Miami FL,90,Duke,74
1/13/15,Penn St.,73,Indiana,76
1/13/15,Fairfield,58,Iona,74
1/13/15,Oklahoma St.,57,Kansas,67
1/13/15,Missouri,37,Kentucky,86
1/13/15,USC Upstate,58,Lipscomb,60
1/13/15,Virginia Tech,63,Louisville,78
1/13/15,UMass Lowell,62,Maine,59
1/13/15,Iowa,77,Minnesota,75
1/13/15,Montana Tech,44,Montana,86
1/13/15,Penn,67,Niagara,56
1/13/15,Houston Baptist,57,Nicholls St.,61
1/13/15,Abilene Christian,95,Northwestern St.,81
1/13/15,Michigan,52,Ohio St.,71
1/13/15,VCU,65,Rhode Island,60
1/13/15,St. Katherine,63,Santa Clara,77
1/13/15,Butler,79,Seton Hall,75
1/13/15,Alabama,66,South Carolina,68
1/13/15,Wake Forest,83,Syracuse,86
1/13/15,Arkansas,69,Tennessee,74
1/13/15,Mississippi St.,70,Texas A&M,74
1/13/15,Connecticut,58,Tulsa,66
1/13/15,Clemson,42,Virginia,65
1/13/15,Oklahoma,65,West Virginia,86
1/14/15,Bowling Green,50,Akron,67
1/14/15,Binghamton,58,Albany,73
1/14/15,Lehigh,59,American,62
1/14/15,Iowa St.,73,Baylor,74
1/14/15,Harvard,57,Boston College,64
1/14/15,Navy,63,Bucknell,65
1/14/15,Northern Illinois,63,Buffalo,82
1/14/15,Stanford,69,California,59
1/14/15,Miami OH,77,Central Michigan,105
1/14/15,Liberty,58,Charleston Southern,80
1/14/15,Boston University,53,Colgate,62
1/14/15,Nevada,42,Colorado St.,98
1/14/15,La Salle,50,Dayton,61
1/14/15,Towson,64,Delaware,67
1/14/15,Western Illinois,54,Denver,68
1/14/15,Houston,61,East Carolina,66
1/14/15,College of Charleston,66,Elon,50
1/14/15,High Point,84,Gardner Webb,72
1/14/15,Notre Dame,62,Georgia Tech,59
1/14/15,Army,72,Holy Cross,70
1/14/15,Detroit,69,Illinois Chicago,68
1/14/15,Illinois St.,70,Indiana St.,71
1/14/15,Stetson,69,Jacksonville,71
1/14/15,Southeast Missouri St.,69,Jacksonville St.,52
1/14/15,Texas Tech,51,Kansas St.,58
1/14/15,Eastern Michigan,59,Kent St.,65
1/14/15,Loyola MD,65,Lafayette,69
1/14/15,Presbyterian,71,Longwood,67
1/14/15,Drake,47,Loyola Chicago,50
1/14/15,Creighton,52,Marquette,53
1/14/15,Rutgers,65,Maryland,73
1/14/15,Davidson,71,Massachusetts,63
1/14/15,Youngstown St.,62,Milwaukee,77
1/14/15,LSU,75,Mississippi,71
1/14/15,Evansville,56,Missouri St.,54
1/14/15,Saint Peter's,62,Monmouth,61
1/14/15,Hartford,68,New Hampshire,67
1/14/15,Air Force,48,New Mexico,60
1/14/15,St. Joseph's NY,60,NJIT,79
1/14/15,North Carolina,81,North Carolina St.,79
1/14/15,Florida Gulf Coast,64,North Florida,80
1/14/15,Hofstra,83,Northeastern,91
1/14/15,Kennesaw St.,72,Northern Kentucky,76
1/14/15,Illinois,72,Northwestern,67
1/14/15,Toledo,80,Ohio,73
1/14/15,Nebraska Omaha,86,Oral Roberts,102
1/14/15,Florida St.,64,Pittsburgh,73
1/14/15,St. John's,83,Providence,70
1/14/15,Fordham,55,Saint Joseph's,66
1/14/15,Duquesne,69,Saint Louis,78
1/14/15,Fresno St.,73,San Jose St.,62
1/14/15,North Dakota St.,67,South Dakota,71
1/14/15,IUPUI,53,South Dakota St.,68
1/14/15,George Mason,55,St. Bonaventure,75
1/14/15,UMBC,54,Stony Brook,64
1/14/15,SMU,60,Temple,55
1/14/15,Tulane,100,UCF,103
1/14/15,Winthrop,84,UNC Asheville,69
1/14/15,VMI,63,UNC Greensboro,75
1/14/15,UCLA,83,USC,66
1/14/15,Georgia,70,Vanderbilt,67
1/14/15,Dartmouth,52,Vermont,55
1/14/15,Xavier,75,Villanova,88
1/14/15,Ball St.,93,Western Michigan,95
1/14/15,Southern Illinois,55,Wichita St.,67
1/14/15,UNC Wilmington,72,William & Mary,76
1/14/15,Cleveland St.,55,Wright St.,50
1/14/15,San Diego St.,60,Wyoming,52
1/15/15,James Madison,54,Drexel,35
1/15/15,Arkansas St.,59,Appalachian St.,50
1/15/15,Colorado,54,Arizona,68
1/15/15,Utah,76,Arizona St.,59
1/15/15,Tennessee St.,68,Austin Peay,69
1/15/15,Wagner,73,Bryant,81
1/15/15,New Mexico St.,70,Cal St. Bakersfield,54
1/15/15,UC Irvine,63,Cal St. Fullerton,58
1/15/15,Radford,72,Campbell,55
1/15/15,LIU Brooklyn,71,Central Connecticut,66
1/15/15,North Texas,57,Charlotte,73
1/15/15,Eastern Illinois,72,Eastern Kentucky,65
1/15/15,Mount St. Mary's,71,Fairleigh Dickinson,51
1/15/15,Marshall,62,FIU,66
1/15/15,Auburn,55,Florida,75
1/15/15,Western Kentucky,88,Florida Atlantic,85
1/15/15,Richmond,70,George Washington,73
1/15/15,Louisiana Lafayette,70,Georgia Southern,78
1/15/15,UT Arlington,62,Georgia St.,83
1/15/15,Idaho St.,67,Southern Utah,71
1/15/15,Cal Poly,48,Long Beach St.,50
1/15/15,Troy,54,Louisiana Monroe,63
1/15/15,UAB,71,Louisiana Tech,74
1/15/15,Portland,68,Loyola Marymount,80
1/15/15,Cincinnati,50,Memphis,63
1/15/15,Furman,64,Mercer,67
1/15/15,SIU Edwardsville,63,Morehead St.,91
1/15/15,Belmont,77,Murray St.,92
1/15/15,Weber St.,74,Northern Arizona,65
1/15/15,Green Bay,66,Oakland,69
1/15/15,Rice,53,Old Dominion,63
1/15/15,BYU,93,Pacific,80
1/15/15,Gonzaga,78,Pepperdine,76
1/15/15,Eastern Washington,92,Portland St.,85
1/15/15,Rider,56,Quinnipiac,53
1/15/15,Idaho,76,Sacramento St.,79
1/15/15,San Diego,58,Saint Mary's,70
1/15/15,Chattanooga,82,Samford,76
1/15/15,Texas Pan American,47,Seattle,70
1/15/15,Middle Tennessee,62,Southern Miss,61
1/15/15,Tennessee Martin,63,Tennessee Tech,60
1/15/15,South Alabama,71,Texas St.,82
1/15/15,Wofford,66,The Citadel,69
1/15/15,UC Davis,74,UC Riverside,61
1/15/15,Cal St. Northridge,74,UC Santa Barbara,63
1/15/15,Grand Canyon,83,Utah Valley,74
1/15/15,Oregon St.,43,Washington,56
1/15/15,Oregon,99,Washington St.,108
1/15/15,East Tennessee St.,83,Western Carolina,76
1/15/15,Nebraska,55,Wisconsin,70
1/16/15,Siena,49,Canisius,83
1/16/15,Marist,54,Fairfield,60
1/16/15,Iona,80,Niagara,79
1/16/15,Western Illinois,48,North Dakota St.,61
1/16/15,St. Francis NY,68,Robert Morris,63
1/16/15,Manhattan,72,Saint Peter's,65
1/16/15,Sacred Heart,78,St. Francis PA,79
1/17/15,Stephen F. Austin,82,Abilene Christian,64
1/17/15,Central Michigan,76,Akron,82
1/17/15,Kentucky,70,Alabama,48
1/17/15,Alabama St.,59,Alabama A&M,56
1/17/15,Mississippi Valley St.,67,Alcorn St.,87
1/17/15,Georgia St.,69,Appalachian St.,74
1/17/15,Utah,51,Arizona,69
1/17/15,Colorado,72,Arizona St.,78
1/17/15,Mississippi,96,Arkansas,82
1/17/15,Texas St.,73,Arkansas St.,78
1/17/15,South Carolina,68,Auburn,71
1/17/15,Belmont,89,Austin Peay,83
1/17/15,Virginia,66,Boston College,51
1/17/15,Ball St.,46,Bowling Green,58
1/17/15,Yale,80,Brown,62
1/17/15,Army,75,Bucknell,81
1/17/15,Miami OH,68,Buffalo,77
1/17/15,Texas Pan American,53,Cal St. Bakersfield,66
1/17/15,UC Davis,79,Cal St. Fullerton,68
1/17/15,Cal Poly,48,Cal St. Northridge,55
1/17/15,UNC Asheville,69,Campbell,65
1/17/15,Bryant,70,Central Connecticut,54
1/17/15,Rice,73,Charlotte,68
1/17/15,Temple,53,Cincinnati,84
1/17/15,Syracuse,53,Clemson,66
1/17/15,Gardner Webb,82,Coastal Carolina,67
1/17/15,Bethune Cookman,58,Coppin St.,53
1/17/15,Columbia,48,Cornell,45
1/17/15,Providence,74,Creighton,65
1/17/15,NJIT,53,Dartmouth,62
1/17/15,Saint Louis,45,Dayton,61
1/17/15,Drexel,66,Delaware,62
1/17/15,South Carolina St.,49,Delaware St.,60
1/17/15,Green Bay,70,Detroit,64
1/17/15,Indiana St.,78,Drake,84
1/17/15,VCU,70,Duquesne,64
1/17/15,SIU Edwardsville,62,Eastern Kentucky,78
1/17/15,Northern Illinois,46,Eastern Michigan,54
1/17/15,Wichita St.,61,Evansville,41
1/17/15,Wagner,82,Fairleigh Dickinson,68
1/17/15,Western Kentucky,65,FIU,58
1/17/15,Marshall,62,Florida Atlantic,76
1/17/15,Jacksonville,50,Florida Gulf Coast,79
1/17/15,North Carolina St.,72,Florida St.,63
1/17/15,Wyoming,70,Fresno St.,65
1/17/15,George Mason,53,George Washington,63
1/17/15,Butler,59,Georgetown,61
1/17/15,Florida,61,Georgia,73
1/17/15,North Carolina A&T,64,Hampton,61
1/17/15,UMass Lowell,62,Hartford,68
1/17/15,UNC Wilmington,79,Hofstra,74
1/17/15,New Orleans,73,Houston Baptist,74
1/17/15,Idaho,73,Portland St.,85
1/17/15,Bradley,72,Illinois St.,82
1/17/15,Southeastern Louisiana,108,Incarnate Word,98
1/17/15,Ohio St.,67,Iowa,76
1/17/15,Kansas,81,Iowa St.,86
1/17/15,Elon,72,James Madison,75
1/17/15,Baylor,61,Kansas St.,63
1/17/15,Lipscomb,91,Kennesaw St.,77
1/17/15,Ohio,59,Kent St.,69
1/17/15,Fordham,49,La Salle,60
1/17/15,American,78,Lafayette,76
1/17/15,Holy Cross,64,Lehigh,69
1/17/15,Mount St. Mary's,61,LIU Brooklyn,54
1/17/15,UC Santa Barbara,53,Long Beach St.,69
1/17/15,Liberty,71,Longwood,85
1/17/15,South Alabama,89,Louisiana Lafayette,82
1/17/15,Arkansas Little Rock,52,Louisiana Monroe,64
1/17/15,Middle Tennessee,68,Louisiana Tech,75
1/17/15,Duke,63,Louisville,52
1/17/15,Gonzaga,72,Loyola Marymount,55
1/17/15,Texas A&M,67,LSU,64
1/17/15,Stony Brook,82,Maine,39
1/17/15,Michigan St.,59,Maryland,75
1/17/15,Savannah St.,57,Maryland Eastern Shore,87
1/17/15,Rhode Island,56,Massachusetts,60
1/17/15,UCF,79,Memphis,99
1/17/15,Samford,56,Mercer,80
1/17/15,Northwestern,54,Michigan,56
1/17/15,Rutgers,80,Minnesota,89
1/17/15,Vanderbilt,54,Mississippi St.,57
1/17/15,Tennessee,59,Missouri,51
1/17/15,Montana St.,48,Montana,63
1/17/15,Eastern Illinois,65,Morehead St.,62
1/17/15,Florida A&M,65,Morgan St.,75
1/17/15,Tennessee St.,72,Murray St.,91
1/17/15,Colgate,65,Navy,53
1/17/15,New Hampshire,73,Binghamton,66
1/17/15,Texas A&M Corpus Chris,69,Nicholls St.,66
1/17/15,North Carolina Central,60,Norfolk St.,56
1/17/15,Northern Colorado,88,North Dakota,78
1/17/15,College of Charleston,67,Northeastern,69
1/17/15,Idaho St.,69,Northern Arizona,72
1/17/15,Lamar,84,Northwestern St.,96
1/17/15,Miami FL,70,Notre Dame,75
1/17/15,Oklahoma St.,65,Oklahoma,82
1/17/15,North Texas,50,Old Dominion,61
1/17/15,IPFW,58,Oral Roberts,62
1/17/15,San Diego,57,Pacific,59
1/17/15,Villanova,62,Penn,47
1/17/15,Purdue,84,Penn St.,77
1/17/15,Portland,63,Pepperdine,67
1/17/15,Georgia Tech,65,Pittsburgh,70
1/17/15,Jackson St.,55,Prairie View A&M,70
1/17/15,Charleston Southern,73,Presbyterian,65
1/17/15,Davidson,63,Richmond,89
1/17/15,Eastern Washington,77,Sacramento St.,90
1/17/15,BYU,77,Saint Mary's,82
1/17/15,McNeese St.,60,Sam Houston St.,69
1/17/15,UNLV,47,San Diego St.,53
1/17/15,Colorado St.,70,San Jose St.,41
1/17/15,San Francisco,64,Santa Clara,70
1/17/15,New Mexico St.,52,Seattle,58
1/17/15,East Carolina,54,SMU,77
1/17/15,South Dakota,57,South Dakota St.,71
1/17/15,Tulsa,75,South Florida,58
1/17/15,Tennessee Tech,61,Southeast Missouri St.,65
1/17/15,Arkansas Pine Bluff,60,Southern,70
1/17/15,UAB,63,Southern Miss,56
1/17/15,Weber St.,60,Southern Utah,70
1/17/15,Connecticut,59,Stanford,72
1/17/15,North Florida,80,Stetson,65
1/17/15,Jacksonville St.,52,Tennessee Martin,55
1/17/15,West Virginia,50,Texas,77
1/17/15,Grambling St.,51,Texas Southern,60
1/17/15,TCU,62,Texas Tech,42
1/17/15,Furman,74,The Citadel,62
1/17/15,Western Michigan,81,Toledo,78
1/17/15,William & Mary,85,Towson,72
1/17/15,Georgia Southern,71,Troy,75
1/17/15,Hawaii,62,UC Riverside,66
1/17/15,Vermont,71,UMBC,54
1/17/15,Chicago St.,62,UMKC,64
1/17/15,Northern Kentucky,66,USC Upstate,65
1/17/15,Air Force,59,Utah St.,71
1/17/15,UTEP,73,UTSA,55
1/17/15,East Tennessee St.,79,VMI,85
1/17/15,Oregon St.,62,Washington St.,47
1/17/15,Radford,85,Winthrop,77
1/17/15,Western Carolina,43,Wofford,62
1/17/15,Valparaiso,66,Wright St.,56
1/17/15,Marquette,58,Xavier,62
1/17/15,Cleveland St.,74,Youngstown St.,61
1/17/15,Tulane,68,Houston,65
1/18/15,Iona,74,Canisius,78
1/18/15,St. John's,67,DePaul,71
1/18/15,Indiana,80,Illinois,74
1/18/15,Boston University,86,Loyola MD,91
1/18/15,Rider,82,Manhattan,79
1/18/15,Quinnipiac,72,Marist,71
1/18/15,Fairfield,70,Monmouth,77
1/18/15,IUPUI,89,Nebraska Omaha,84
1/18/15,Boise St.,69,New Mexico,59
1/18/15,Siena,74,Niagara,70
1/18/15,Virginia Tech,53,North Carolina,68
1/18/15,Missouri St.,46,Northern Iowa,60
1/18/15,Albion,68,Oakland,83
1/18/15,Sacred Heart,65,Robert Morris,85
1/18/15,Loyola Chicago,52,Southern Illinois,59
1/18/15,Saint Joseph's,61,St. Bonaventure,70
1/18/15,St. Francis NY,60,St. Francis PA,59
1/18/15,Oregon,77,Washington,85
1/19/15,Arkansas Pine Bluff,54,Alcorn St.,49
1/19/15,Georgia St.,60,Arkansas St.,54
1/19/15,UNC Asheville,75,Charleston Southern,82
1/19/15,Florida St.,59,Clemson,55
1/19/15,Florida A&M,75,Coppin St.,87
1/19/15,Savannah St.,50,Delaware St.,59
1/19/15,Pittsburgh,65,Duke,79
1/19/15,Tusculum,52,East Tennessee St.,90
1/19/15,Villanova,58,Georgetown,78
1/19/15,North Carolina Central,59,Hampton,52
1/19/15,Longwood,67,High Point,72
1/19/15,Central Arkansas,61,Houston Baptist,84
1/19/15,Oklahoma,78,Kansas,85
1/19/15,Southeastern Louisiana,50,Lamar,57
1/19/15,Louisiana Monroe,57,Louisiana Lafayette,55
1/19/15,NJIT,65,Maine,55
1/19/15,South Carolina St.,73,Maryland Eastern Shore,72
1/19/15,Bethune Cookman,65,Morgan St.,58
1/19/15,UMass Lowell,64,New Hampshire,67
1/19/15,New Orleans,54,Stephen F. Austin,79
1/19/15,North Carolina A&T,60,Norfolk St.,74
1/19/15,Detroit,81,Northeastern,69
1/19/15,Grambling St.,60,Prairie View A&M,74
1/19/15,Arkansas Little Rock,64,South Alabama,66
1/19/15,Mississippi Valley St.,55,Southern,79
1/19/15,Albany,64,Stony Brook,47
1/19/15,Texas,66,TCU,48
1/19/15,Jackson St.,54,Texas Southern,67
1/19/15,Texas St.,55,UT Arlington,66
1/19/15,Appalachian St.,69,Troy,64
1/19/15,Hartford,65,UMBC,63
1/19/15,Binghamton,44,Vermont,64
1/20/15,San Diego St.,77,Air Force,45
1/20/15,Harvard,66,Bryant,57
1/20/15,Dayton,60,Davidson,77
1/20/15,Illinois St.,64,Drake,56
1/20/15,LSU,79,Florida,61
1/20/15,Mississippi,64,Georgia,69
1/20/15,Illinois Chicago,55,Green Bay,78
1/20/15,Kansas St.,71,Iowa St.,77
1/20/15,Vanderbilt,57,Kentucky,65
1/20/15,Abilene Christian,56,McNeese St.,63
1/20/15,Wright St.,41,Milwaukee,67
1/20/15,Minnesota,49,Nebraska,52
1/20/15,Utah St.,70,Nevada,54
1/20/15,Sam Houston St.,62,Nicholls St.,39
1/20/15,Michigan,54,Rutgers,50
1/20/15,Tennessee,66,South Carolina,62
1/20/15,Boston College,61,Syracuse,69
1/20/15,Northwestern St.,76,Texas A&M Corpus Chris,88
1/20/15,Iowa,50,Wisconsin,82
1/20/15,Valparaiso,77,Youngstown St.,62
1/21/15,Colgate,63,Army,65
1/21/15,Mississippi St.,78,Auburn,71
1/21/15,Ohio,82,Ball St.,73
1/21/15,Huston Tillotson,61,Baylor,81
1/21/15,San Jose St.,36,Boise St.,86
1/21/15,American,54,Boston University,59
1/21/15,Eastern Michigan,58,Bowling Green,74
1/21/15,Creighton,61,Butler,64
1/21/15,Buffalo,73,Central Michigan,84
1/21/15,UNC Wilmington,58,College of Charleston,56
1/21/15,William & Mary,80,Delaware,84
1/21/15,Oral Roberts,66,Denver,73
1/21/15,Drexel,58,Hofstra,86
1/21/15,Purdue,57,Illinois,66
1/21/15,Toledo,60,Kent St.,67
1/21/15,Lafayette,73,Holy Cross,74
1/21/15,Navy,47,Lehigh,61
1/21/15,Evansville,65,Loyola Chicago,56
1/21/15,Bucknell,75,Loyola MD,61
1/21/15,Western Michigan,69,Miami OH,58
1/21/15,Penn St.,60,Michigan St.,66
1/21/15,Wichita St.,76,Missouri St.,53
1/21/15,Akron,61,Northern Illinois,64
1/21/15,Indiana St.,60,Northern Iowa,66
1/21/15,Texas Tech,43,Oklahoma St.,63
1/21/15,Monmouth,71,Penn,56
1/21/15,Massachusetts,56,Saint Joseph's,62
1/21/15,Quinnipiac,63,Saint Peter's,55
1/21/15,IPFW,53,South Dakota St.,82
1/21/15,Bradley,59,Southern Illinois,70
1/21/15,Marquette,57,St. John's,60
1/21/15,Missouri,50,Texas A&M,62
1/21/15,SMU,66,Tulane,52
1/21/15,Memphis,55,Tulsa,73
1/21/15,New Mexico,71,UNLV,69
1/21/15,Washington St.,64,Utah,86
1/21/15,North Carolina,87,Wake Forest,71
1/21/15,Houston,54,Cincinnati,67
1/21/15,Central Connecticut,51,St. Francis NY,63
1/22/15,South Alabama,53,Appalachian St.,64
1/22/15,Alabama,91,Arkansas,93
1/22/15,Troy,65,Arkansas Little Rock,73
1/22/15,Tennessee Martin,67,Belmont,72
1/22/15,LIU Brooklyn,69,Bryant,74
1/22/15,Cal St. Fullerton,55,Cal Poly,66
1/22/15,Arizona St.,79,California,44
1/22/15,VMI,64,Chattanooga,86
1/22/15,Seattle,75,Chicago St.,67
1/22/15,Washington,52,Colorado,50
1/22/15,UCF,60,Connecticut,67
1/22/15,St. Bonaventure,100,Duquesne,97
1/22/15,The Citadel,59,East Tennessee St.,70
1/22/15,Murray St.,77,Eastern Illinois,62
1/22/15,Northern Colorado,85,Eastern Washington,95
1/22/15,Towson,53,Elon,51
1/22/15,Canisius,64,Fairfield,50
1/22/15,George Washington,79,Fordham,59
1/22/15,Longwood,67,Gardner Webb,79
1/22/15,Saint Mary's,47,Gonzaga,68
1/22/15,Albany,62,Hartford,53
1/22/15,UC Davis,76,Hawaii,84
1/22/15,North Dakota,71,Idaho,63
1/22/15,Sacramento St.,62,Idaho St.,59
1/22/15,Maryland,70,Indiana,89
1/22/15,North Dakota St.,69,IUPUI,61
1/22/15,Eastern Kentucky,67,Jacksonville St.,71
1/22/15,Stetson,82,Kennesaw St.,88
1/22/15,Winthrop,71,Liberty,56
1/22/15,Jacksonville,77,Lipscomb,80
1/22/15,Arkansas St.,59,Louisiana Lafayette,96
1/22/15,UT Arlington,61,Louisiana Monroe,57
1/22/15,UMBC,76,Maine,59
1/22/15,UTSA,82,Marshall,68
1/22/15,North Carolina St.,60,Miami FL,65
1/22/15,Old Dominion,58,Middle Tennessee,68
1/22/15,Northern Arizona,57,Montana,64
1/22/15,Robert Morris,63,Mount St. Mary's,59
1/22/15,Vermont,68,New Hampshire,73
1/22/15,Grand Canyon,63,New Mexico St.,85
1/22/15,Louisiana Tech,66,North Texas,73
1/22/15,James Madison,59,Northeastern,82
1/22/15,North Florida,74,Northern Kentucky,66
1/22/15,Ohio St.,69,Northwestern,67
1/22/15,Milwaukee,53,Oakland,66
1/22/15,USC,67,Oregon,75
1/22/15,UCLA,55,Oregon St.,66
1/22/15,Pacific,69,Portland,72
1/22/15,Campbell,70,Presbyterian,72
1/22/15,Xavier,66,Providence,69
1/22/15,High Point,66,Radford,73
1/22/15,La Salle,47,Rhode Island,59
1/22/15,Southern Miss,56,Rice,58
1/22/15,Iona,78,Rider,68
1/22/15,Fairleigh Dickinson,77,Sacred Heart,78
1/22/15,UNC Greensboro,78,Samford,89
1/22/15,Pepperdine,59,San Francisco,71
1/22/15,Loyola Marymount,62,Santa Clara,65
1/22/15,DePaul,64,Seton Hall,60
1/22/15,Austin Peay,65,SIU Edwardsville,69
1/22/15,Southern Utah,65,Montana St.,79
1/22/15,Arizona,89,Stanford,82
1/22/15,South Florida,48,Temple,73
1/22/15,Morehead St.,78,Tennessee Tech,74
1/22/15,Utah Valley,72,Texas Pan American,54
1/22/15,Georgia Southern,45,Texas St.,43
1/22/15,Charlotte,76,UAB,81
1/22/15,UC Irvine,80,Cal St. Northridge,49
1/22/15,UC Riverside,75,UC Santa Barbara,83
1/22/15,Stony Brook,65,UMass Lowell,45
1/22/15,Cal St. Bakersfield,63,UMKC,66
1/22/15,Coastal Carolina,65,UNC Asheville,75
1/22/15,Florida Gulf Coast,71,USC Upstate,68
1/22/15,Georgia Tech,28,Virginia,57
1/22/15,Notre Dame,85,Virginia Tech,60
1/22/15,St. Francis PA,58,Wagner,63
1/22/15,Portland St.,69,Weber St.,63
1/22/15,Mercer,52,Western Carolina,60
1/22/15,South Dakota,68,Western Illinois,58
1/22/15,UTEP,66,Western Kentucky,71
1/22/15,Furman,49,Wofford,74
1/23/15,Detroit,66,Cleveland St.,70
1/23/15,Valparaiso,50,Green Bay,51
1/23/15,Niagara,58,Monmouth,69
