Date,Home,hpts,Away,apts
11/22/14,Texas Southern,66,Norfolk St.,76
11/22/14,Davidson,72,North Carolina,90
11/22/14,Navy,44,Northeastern,68
11/22/14,North Florida,49,Northern Iowa,66
11/22/14,Temple Baptist,48,Northern Kentucky,98
11/22/14,Elon,67,Northwestern,68
11/22/14,Massachusetts,68,Notre Dame,81
11/22/14,Lafayette,83,Penn,77
11/22/14,SIU Edwardsville,53,Portland,75
11/22/14,Incarnate Word,79,Princeton,68
11/22/14,Florida St.,54,Providence,80
11/22/14,Nebraska,62,Rhode Island,66
11/22/14,William & Mary,69,Rice,65
11/22/14,High Point,56,Richmond,80
11/22/14,Vermont,60,Saint Joseph's,68
11/22/14,Cleveland St.,83,Savannah St.,87
11/22/14,Eastern Washington,68,SMU,77
11/22/14,Yale,53,Southern Illinois,46
11/22/14,Utah Valley,85,Southern Utah,75
11/22/14,Canisius,53,St. Bonaventure,59
11/22/14,Maryland Eastern Shore,53,St. Francis PA,57
11/22/14,Chattanooga,67,Tennessee Tech,69
11/22/14,Tex A&M Kingsville,77,Texas Pan American,82
11/22/14,Missouri St.,68,Texas Tech,80
11/22/14,Bob Jones,50,The Citadel,81
11/22/14,Bethune Cookman,42,Towson,63
11/22/14,Southern New Orleans,45,Tulane,89
11/22/14,Master's College,45,UC Santa Barbara,91
11/22/14,Houston Baptist,69,UT Arlington,87
11/22/14,New Mexico St.,76,UTEP,77
11/22/14,Texas St.,67,UTSA,80
11/22/14,Appalachian St.,65,Virginia Tech,63
11/22/14,UNC Wilmington,110,VMI,93
11/22/14,Southeastern Louisiana,57,Western Illinois,60
11/22/14,Belmont,64,Western Kentucky,63
11/22/14,Drake,75,Western Michigan,91
11/22/14,Boise St.,54,Wisconsin,78
11/22/14,South Dakota,68,Wofford,72
11/22/14,Colorado,33,Wyoming,56
11/22/14,Oakwood,61,Alabama A&M,81
11/22/14,Clemson,59,Nevada,50
11/22/14,Weber St.,58,LSU,72
11/22/14,Alcorn St.,80,Kennesaw St.,83
11/22/14,Hampton,66,North Dakota St.,74
11/22/14,UNLV,57,Temple,50
11/22/14,Stanford,59,Duke,70
11/23/14,Morehead St.,46,American,51
11/23/14,North Carolina A&T,50,Bradley,58
11/23/14,Delaware,52,Cal St. Bakersfield,70
11/23/14,Bethune Cookman,65,Central Connecticut,60
11/23/14,Eastern Illinois,49,Cincinnati,54
11/23/14,Mercer,62,Colorado St.,75
11/23/14,North Carolina Central,45,Creighton,65
11/23/14,Coppin St.,54,Denver,80
11/23/14,Longwood,48,Eastern Michigan,79
11/23/14,South Dakota,72,Fairfield,80
11/23/14,UMass Lowell,64,Fordham,57
11/23/14,Florida Atlantic,61,Georgia,74
11/23/14,Wagner,71,Hofstra,93
11/23/14,Nichols,70,Holy Cross,101
11/23/14,Hood,51,Howard,78
11/23/14,Southern Illinois,67,Illinois Chicago,60
11/23/14,Yale,66,Kent St.,59
11/23/14,Montana St.,28,Kentucky,86
11/23/14,Columbia,54,Lehigh,44
11/23/14,Presbyterian,48,Louisiana Tech,76
11/23/14,San Diego Christian,60,Loyola Marymount,82
11/23/14,Florida St.,69,Massachusetts,75
11/23/14,Northern Arizona,74,Mississippi,80
11/23/14,Towson,79,Monmouth,75
11/23/14,South Florida,65,North Carolina St.,68
11/23/14,Iona,78,North Texas,58
11/23/14,Providence,75,Notre Dame,74
11/23/14,Sacred Heart,48,Ohio St.,106
11/23/14,Northwestern St.,68,Oklahoma,90
11/23/14,Catawba,52,Radford,88
11/23/14,St. Francis NY,73,Rutgers,76
11/23/14,Texas A&M Corpus Chris,62,Saint Louis,56
11/23/14,UC Irvine,69,Saint Mary's,72
11/23/14,Wofford,64,Sam Houston St.,53
11/23/14,Montana,66,Seattle,62
11/23/14,Merchant Marine,54,Stony Brook,89
11/23/14,Jackson St.,50,UAB,58
11/23/14,St. Katherine,49,UC Riverside,102
11/23/14,USC Upstate,69,UCF,76
11/23/14,Long Beach St.,63,UCLA,77
11/23/14,Tennessee St.,46,Vanderbilt,78
11/23/14,Pacific,69,Washington,76
11/23/14,Newman,57,Wichita St.,105
11/23/14,UNC Greensboro,67,Youngstown St.,76
11/23/14,Maine,70,Valparaiso,93
11/23/14,Arkansas Pine Bluff,43,Central Michigan,75
11/23/14,Gardner Webb,67,Seton Hall,85
11/23/14,Connecticut,68,West Virginia,78
11/23/14,Dayton,65,Boston College,53
11/23/14,Miami FL,77,Charlotte,58
11/23/14,Akron,68,South Carolina,63
11/23/14,Texas A&M,64,New Mexico,51
11/23/14,College of Charleston,61,George Mason,60
11/23/14,Old Dominion,45,Illinois St.,64
11/23/14,USC,61,Penn St.,63
11/23/14,Drexel,61,Cornell,59
11/23/14,Binghamton,68,Navy,70
11/23/14,Manhattan,51,Northeastern,65
11/23/14,Cal St. Northridge,88,Arkansas Little Rock,94
11/23/14,Samford,64,UMKC,55
11/24/14,Hampton,74,Appalachian St.,82
11/24/14,Missouri,53,Arizona,72
11/24/14,Grambling St.,46,Ball St.,88
11/24/14,Stephen F. Austin,51,Baylor,67
11/24/14,Lipscomb,77,Belmont,82
11/24/14,Pittsburgh,81,Chaminade,68
11/24/14,Georgia St.,69,Chicago St.,46
11/24/14,Maryland Eastern Shore,55,Detroit,69
11/24/14,Green Bay,66,East Carolina,49
11/24/14,Fresno St.,52,Evansville,58
11/24/14,FIU,72,Georgia Southern,78
11/24/14,San Francisco,88,Hawaii,73
11/24/14,Brown,68,Illinois,89
11/24/14,Texas A&M Int'l,83,Incarnate Word,105
11/24/14,Eastern Washington,88,Indiana,86
11/24/14,Austin Peay,57,Indiana St.,61
11/24/14,Pepperdine,61,Iowa,72
11/24/14,Alabama,74,Iowa St.,84
11/24/14,Jacksonville,71,IPFW,89
11/24/14,Colgate,71,James Madison,77
11/24/14,Rider,60,Kansas,87
11/24/14,Purdue,79,Kansas St.,88
11/24/14,Savannah St.,26,Louisville,87
11/24/14,Marist,43,Florida Gulf Coast,58
11/24/14,NJIT,57,Marquette,62
11/24/14,Arizona St.,73,Maryland,78
11/24/14,Prairie View A&M,49,Memphis,77
11/24/14,Santa Clara,52,Michigan St.,79
11/24/14,Clayton St.,46,Mississippi St.,59
11/24/14,Stetson,68,New Mexico St.,88
11/24/14,Colorado Christian,58,Northern Colorado,93
11/24/14,Western Carolina,88,Oakland,79
11/24/14,Oregon St.,53,Oklahoma St.,66
11/24/14,Louisiana Lafayette,52,Milwaukee,56
11/24/14,Michigan,70,Oregon,63
11/24/14,SIU Edwardsville,87,Portland St.,90
11/24/14,Western Michigan,70,San Diego,77
11/24/14,BYU,87,San Diego St.,92
11/24/14,Chadron St.,42,South Dakota St.,87
11/24/14,Mississippi Valley St.,53,TCU,106
11/24/14,Bucknell,65,Toledo,92
11/24/14,Auburn,35,Tulsa,53
11/24/14,Villanova,77,VCU,53
11/24/14,Nicholls St.,48,Wake Forest,75
11/24/14,East Tennessee St.,69,Winthrop,64
11/24/14,Florida A&M,45,Wyoming,66
11/24/14,Murray St.,62,Xavier,89
11/24/14,Southeastern Louisiana,62,Tennessee Tech,81
11/24/14,Dillard,73,Alcorn St.,95
11/24/14,Clemson,64,LSU,61
11/24/14,Nevada,56,Weber St.,59
11/24/14,Gardner Webb,46,Old Dominion,58
11/24/14,Seton Hall,84,Illinois St.,80
11/25/14,Lamar,63,Arkansas St.,58
11/25/14,Jarvis Christian,65,Abilene Christian,91
11/25/14,Jacksonville St.,67,Alabama A&M,61
11/25/14,Binghamton,54,Army,80
11/25/14,Tennessee Martin,74,Bethune Cookman,56
11/25/14,Idaho,75,Boise St.,86
11/25/14,Southeast Missouri St.,54,Bowling Green,62
11/25/14,Texas A&M Corpus Chris,38,Bradley,52
11/25/14,Central Arkansas,67,Charleston Southern,80
11/25/14,Miami FL,77,Charlotte,74
11/25/14,North Carolina Central,50,Cincinnati,59
11/25/14,Air Force,53,Colorado,68
11/25/14,Fairleigh Dickinson,47,Columbia,57
11/25/14,Eastern Illinois,53,Creighton,75
11/25/14,IUPUI,60,Drake,73
11/25/14,Morgan St.,73,Elon,74
11/25/14,The Citadel,55,Florida St.,66
11/25/14,Western Carolina,70,Georgia St.,85
11/25/14,Buffalo,80,Grand Canyon,64
11/25/14,Houston,63,Harvard,84
11/25/14,Peace,71,High Point,88
11/25/14,St. Xavier IL,76,Illinois Chicago,87
11/25/14,UT Arlington,44,Kentucky,92
11/25/14,St. Francis NY,60,La Salle,73
11/25/14,Liberty,57,North Florida,77
11/25/14,Northern Arizona,53,Middle Tennessee,65
11/25/14,Nebraska Omaha,67,Nebraska,80
11/25/14,Boston University,68,New Hampshire,75
11/25/14,Minnesota Crookston,63,North Dakota St.,64
11/25/14,Northern Iowa,73,Virginia Tech,54
11/25/14,Northwestern,55,Miami OH,46
11/25/14,Chicago St.,57,Oakland,70
11/25/14,Arkansas Pine Bluff,60,Ohio,69
11/25/14,Akron,72,Penn St.,78
11/25/14,Toccoa Falls,40,Presbyterian,63
11/25/14,Hartford,54,Quinnipiac,50
11/25/14,Saint Peter's,68,Rutgers,50
11/25/14,LIU Brooklyn,70,Saint Joseph's,74
11/25/14,North Carolina A&T,54,Saint Louis,57
11/25/14,Arkansas,78,SMU,72
11/25/14,Columbia International,55,South Carolina St.,92
11/25/14,Hofstra,70,South Florida,71
11/25/14,Troy,70,Southern Miss,72
11/25/14,Jackson St.,71,St. Bonaventure,79
11/25/14,Delaware,47,Stanford,84
11/25/14,Western Kentucky,61,Stony Brook,71
11/25/14,Loyola MD,37,Syracuse,70
11/25/14,Penn,67,Temple,76
11/25/14,St. Francis PA,46,Texas,78
11/25/14,Northwestern St.,64,Texas Tech,75
11/25/14,Southern,59,Tulane,74
11/25/14,Mount Ida,57,UMass Lowell,102
11/25/14,Howard,68,UMBC,54
11/25/14,Cal St. Fullerton,49,USC,53
11/25/14,Loyola Chicago,71,UTSA,57
11/25/14,Norfolk St.,53,Vanderbilt,63
11/25/14,Tennessee St.,36,Virginia,79
11/25/14,Western Illinois,49,William & Mary,83
11/25/14,Ohio Valley,54,Wofford,82
11/25/14,Oral Roberts,52,Louisiana Lafayette,76
11/25/14,Bristol,63,Sacramento St.,97
11/25/14,Kansas St.,68,Arizona,72
11/25/14,Marist,55,Hawaii,62
11/25/14,Maryland Eastern Shore,55,Bucknell,58
11/25/14,San Francisco,47,Florida Gulf Coast,62
11/25/14,Green Bay,64,Evansville,62
11/25/14,East Carolina,58,Fresno St.,52
11/25/14,Detroit,82,Toledo,79
11/25/14,Purdue,82,Missouri,61
11/25/14,Arizona St.,71,Alabama,76
11/25/14,VCU,77,Oregon,63
11/25/14,Villanova,60,Michigan,55
11/25/14,Maryland,72,Iowa St.,63
11/25/14,Pittsburgh,57,San Diego St.,74
11/25/14,BYU,121,Chaminade,85
11/26/14,Pacific,71,Alaska Anchorage,62
11/26/14,Denver,57,Belmont,78
11/26/14,Portland St.,63,Cal St. Northridge,55
11/26/14,Cal Poly,52,California,72
11/26/14,Robert Morris,46,Chattanooga,61
11/26/14,Albany,75,Colgate,71
11/26/14,Missouri St.,61,Colorado St.,76
11/26/14,Canisius,60,Cornell,67
11/26/14,Lehigh,86,DePaul,74
11/26/14,Furman,54,Duke,93
11/26/14,Rochester MI,35,Eastern Michigan,68
11/26/14,Northern Kentucky,60,Eastern Washington,81
11/26/14,Longwood,66,George Washington,91
11/26/14,Florida,65,Georgetown,66
11/26/14,Georgia,76,Gonzaga,88
11/26/14,American,64,Hampton,60
11/26/14,Utah Valley,60,Idaho St.,57
11/26/14,Delaware St.,76,Iona,126
11/26/14,Northern Illinois,49,Iowa,70
11/26/14,Trinity Baptist,57,Jacksonville,69
11/26/14,Sacred Heart,72,James Madison,79
11/26/14,Samford,71,Kennesaw St.,84
11/26/14,Coastal Carolina,61,Louisiana Monroe,48
11/26/14,Cleveland St.,33,Louisville,45
11/26/14,UC Riverside,62,Loyola Marymount,66
11/26/14,Morehead St.,77,Marshall,68
11/26/14,Northeastern,54,Massachusetts,79
11/26/14,Carroll MT,52,Montana,75
11/26/14,Penn St. Harrisburg,42,Navy,67
11/26/14,Florida A&M,33,New Mexico St.,78
11/26/14,Butler,74,North Carolina,66
11/26/14,Richmond,72,North Carolina St.,84
11/26/14,Alabama St.,68,North Dakota,75
11/26/14,Mississippi Valley St.,52,North Texas,67
11/26/14,Grambling St.,54,Notre Dame,81
11/26/14,Georgia St.,83,Oakland,78
11/26/14,Campbell,64,Ohio St.,91
11/26/14,UCLA,65,Oklahoma,75
11/26/14,Texas Southern,59,SMU,72
11/26/14,UNC Asheville,75,South Carolina,89
11/26/14,Wayne St. NE,69,South Dakota,86
11/26/14,Tennessee Tech,68,Southeastern Louisiana,86
11/26/14,Eastern Kentucky,73,Southern Utah,64
11/26/14,Minnesota,61,St. John's,70
11/26/14,Radford,50,TCU,74
11/26/14,Goucher,43,Towson,97
11/26/14,Wisconsin,72,UAB,43
11/26/14,Utah St.,70,UC Davis,77
11/26/14,Davidson,95,UCF,69
11/26/14,UMKC,63,Youngstown St.,66
11/26/14,Texas Pan American,48,Utah,85
11/26/14,Bryant,47,Vermont,73
11/26/14,Mount St. Mary's,49,Wake Forest,83
11/26/14,VMI,72,West Virginia,103
11/26/14,Chicago St.,61,Western Carolina,66
11/26/14,Stetson,41,Wyoming,65
11/26/14,Lafayette,60,Yale,82
11/26/14,Milwaukee,66,Oral Roberts,69
11/26/14,Oklahoma St.,73,Tulsa,58
11/26/14,Oregon St.,69,Auburn,71
11/26/14,Fresno St.,64,Marist,68
11/26/14,East Carolina,73,Hawaii,75
11/26/14,Elon,65,North Florida,72
11/26/14,Morgan St.,51,Liberty,50
11/26/14,Purdue,87,BYU,85
11/26/14,Missouri,74,Chaminade,60
11/26/14,Green Bay,59,Florida Gulf Coast,45
11/26/14,Evansville,79,San Francisco,72
11/26/14,Northern Iowa,61,Northwestern,42
11/26/14,Virginia Tech,78,Miami OH,63
11/26/14,Kansas St.,47,Pittsburgh,70
11/26/14,Arizona,61,San Diego St.,59
11/27/14,Austin Peay,79,Brown,58
11/27/14,Marquette,72,Georgia Tech,70
11/27/14,Illinois,88,Indiana St.,62
11/27/14,Baylor,71,Memphis,47
11/27/14,Rice,71,Mercer,77
11/27/14,Stephen F. Austin,73,Prairie View A&M,61
11/27/14,Kansas,76,Rhode Island,60
11/27/14,Michigan St.,77,Rider,45
11/27/14,Western Kentucky,62,Saint Joseph's,59
11/27/14,LIU Brooklyn,54,Stony Brook,73
11/27/14,Santa Clara,57,Tennessee,64
11/27/14,Washington St.,43,UC Santa Barbara,71
11/27/14,FIU,53,USC Upstate,68
11/27/14,Princeton,56,UTEP,62
11/27/14,San Jose St.,56,Washington,78
11/27/14,Long Beach St.,73,Western Michigan,55
11/27/14,Cal St. Fullerton,67,Wright St.,62
11/27/14,San Diego,71,Xavier,82
11/27/14,Coastal Carolina,67,Chattanooga,78
11/27/14,Robert Morris,71,Louisiana Monroe,54
11/27/14,Butler,46,Oklahoma,59
11/27/14,North Carolina,78,UCLA,56
11/27/14,Wisconsin,68,Georgetown,65
11/27/14,UAB,47,Florida,56
11/28/14,North Texas,73,Arkansas,89
11/28/14,Penn St.,88,Bucknell,80
11/28/14,Middle Tennessee,51,Cincinnati,69
11/28/14,High Point,59,Clemson,62
11/28/14,IPFW,67,Dartmouth,68
11/28/14,Wright St.,59,FIU,61
11/28/14,Charleston Southern,47,Florida St.,58
11/28/14,Emerson,50,Hartford,83
11/28/14,UNC Greensboro,79,Indiana,87
11/28/14,Hofstra,86,Jackson St.,56
11/28/14,Savannah St.,71,Jacksonville St.,74
11/28/14,Samford,64,Louisiana Tech,77
11/28/14,Cleveland St.,68,Marshall,59
11/28/14,Monmouth,56,Maryland,61
11/28/14,South Alabama,75,Miami FL,87
11/28/14,Creighton,68,Mississippi,75
11/28/14,Mississippi St.,75,Saint Louis,50
11/28/14,UT Arlington,81,Montana St.,104
11/28/14,Tennessee Martin,64,Nebraska,75
11/28/14,Radford,65,North Carolina A&T,57
11/28/14,Eastern Illinois,40,North Carolina Central,65
11/28/14,Boise St.,54,North Carolina St.,60
11/28/14,Southern,63,Northern Arizona,70
11/28/14,Stetson,62,Northern Colorado,82
11/28/14,James Madison,56,Ohio St.,73
11/28/14,Murray St.,61,Portland,64
11/28/14,Yale,66,Providence,72
11/28/14,Tennessee St.,58,Saint Peter's,66
11/28/14,Norfolk St.,72,St. Francis NY,70
11/28/14,Holy Cross,48,Syracuse,72
11/28/14,TCU,57,Bradley,49
11/28/14,New Orleans,65,Texas A&M,87
11/28/14,Mississippi Valley St.,66,Texas A&M Corpus Chris,75
11/28/14,Alabama St.,91,Texas Pan American,79
11/28/14,Lamar,59,Texas Southern,71
11/28/14,Southeastern Louisiana,61,Tulane,71
11/28/14,Cal St. Fullerton,64,USC Upstate,79
11/28/14,North Dakota,53,Utah,90
11/28/14,Drake,46,Valparaiso,66
11/28/14,Rutgers,68,Vanderbilt,65
11/28/14,La Salle,56,Virginia,64
11/28/14,Delaware St.,72,Wake Forest,65
11/28/14,Minnesota,66,Georgia,62
11/28/14,Gonzaga,73,St. John's,66
11/28/14,Missouri St.,55,Alaska Anchorage,51
11/28/14,Pacific,64,Colorado St.,75
11/28/14,Tennessee,67,Kansas,82
11/28/14,Santa Clara,44,Rhode Island,66
11/28/14,Oklahoma,56,Wisconsin,69
11/28/14,Butler,64,Georgetown,58
11/28/14,UTEP,77,Xavier,73
11/28/14,Princeton,65,San Diego,75
11/28/14,Michigan St.,79,Marquette,68
11/28/14,Austin Peay,62,Stephen F. Austin,83
11/28/14,Rider,54,Georgia Tech,61
11/28/14,North Carolina,75,Florida,64
11/28/14,Brown,81,Prairie View A&M,71
11/28/14,UCLA,88,UAB,76
11/28/14,Long Beach St.,70,Washington,80
11/28/14,Western Michigan,79,San Jose St.,60
11/28/14,Indiana St.,62,Memphis,72
11/28/14,Illinois,62,Baylor,54
11/28/14,Mercer,60,UC Santa Barbara,65
11/28/14,Rice,74,Washington St.,76
11/29/14,Colgate,71,Arizona St.,78
11/29/14,Central Arkansas,71,Arkansas Little Rock,85
11/29/14,Cornell,68,Binghamton,54
11/29/14,Eastern Kentucky,76,BYU,90
11/29/14,FIU,61,Cal St. Fullerton,64
11/29/14,Buffalo,72,Canisius,57
11/29/14,Grand Canyon,77,Central Michigan,79
11/29/14,American,43,Columbia,52
11/29/14,UNC Wilmington,49,Davidson,72
11/29/14,Illinois Chicago,41,Dayton,75
11/29/14,Portland,71,Drake,59
11/29/14,NJIT,84,Duquesne,81
11/29/14,Maryland Eastern Shore,72,Fordham,66
11/29/14,Manhattan,63,George Mason,64
11/29/14,South Carolina St.,58,Georgia Southern,71
11/29/14,Massachusetts,73,Harvard,75
11/29/14,Dallas Christian,44,Houston Baptist,88
11/29/14,Gwynedd Mercy,83,Howard,96
11/29/14,Northern Kentucky,79,Idaho,74
11/29/14,Youngstown St.,73,Illinois St.,85
11/29/14,Longwood,44,Iowa,77
11/29/14,Georgia St.,66,IUPUI,63
11/29/14,Chattanooga,69,Kennesaw St.,77
11/29/14,Loyola Chicago,69,Kent St.,61
11/29/14,UC Irvine,80,Loyola Marymount,72
11/29/14,Siena,81,Loyola MD,71
11/29/14,McNeese St.,72,LSU,83
11/29/14,Nicholls St.,62,Michigan,91
11/29/14,Concordia MN,59,Milwaukee,64
11/29/14,Kentucky Christian,49,Morehead St.,121
11/29/14,Valparaiso,93,Murray St.,58
11/29/14,St. Francis PA,85,Navy,68
11/29/14,Nevada,54,Nebraska Omaha,78
11/29/14,St. Bonaventure,74,Niagara,59
11/29/14,Fairfield,48,Northeastern,57
11/29/14,Missouri Valley,76,Northwestern St.,87
11/29/14,Chicago St.,42,Notre Dame,90
11/29/14,Toledo,79,Oakland,81
11/29/14,Belmont,83,Ohio,81
11/29/14,VCU,67,Old Dominion,73
11/29/14,Bob Jones,39,Presbyterian,88
11/29/14,Cal Poly,56,Saint Mary's,82
11/29/14,Southwest,51,Sam Houston St.,111
11/29/14,Cal St. Northridge,58,Seattle,70
11/29/14,George Washington,54,Seton Hall,58
11/29/14,Jacksonville,65,South Florida,79
11/29/14,Alabama A&M,51,Southeast Missouri St.,85
11/29/14,Olivet Nazarene,60,Southern Illinois,76
11/29/14,Florida A&M,50,Stetson,62
11/29/14,St. Thomas Aquinas,49,Stony Brook,70
11/29/14,North Dakota,60,Texas Pan American,78
11/29/14,Warren Wilson,45,The Citadel,84
11/29/14,Utah Valley,43,UC Davis,64
11/29/14,Abilene Christian,56,UC Riverside,76
11/29/14,Towson,77,UMBC,66
11/29/14,William Jewell,44,UMKC,84
11/29/14,Albany,59,UNLV,75
11/29/14,Wright St.,56,USC Upstate,51
11/29/14,Alabama St.,62,Utah,93
11/29/14,Penn,61,Wagner,64
11/29/14,College of Charleston,57,West Virginia,86
11/29/14,Greenville,56,Western Illinois,91
11/29/14,Tulsa,55,Wichita St.,75
11/29/14,Wofford,62,William & Mary,66
11/29/14,New Mexico St.,75,Wyoming,78
11/29/14,Brevard College,63,Gardner Webb,78
11/29/14,Rice,54,Alaska Anchorage,65
11/29/14,North Carolina Central,40,Northern Arizona,36
11/29/14,Eastern Illinois,54,Southern,43
11/29/14,Radford,57,Texas A&M Corpus Chris,46
11/29/14,North Carolina A&T,63,Mississippi Valley St.,66
11/29/14,Missouri St.,84,Washington St.,89
11/29/14,Norfolk St.,60,Saint Peter's,58
11/29/14,St. Francis NY,59,Tennessee St.,57
11/29/14,Cincinnati,54,Mississippi,66
11/29/14,Middle Tennessee,47,Creighton,57
11/29/14,Bradley,57,Saint Louis,60
11/29/14,TCU,61,Mississippi St.,52
11/29/14,Rutgers,26,Virginia,45
11/29/14,Vanderbilt,68,La Salle,55
11/29/14,Colorado St.,65,UC Santa Barbara,63
11/29/14,Pacific,55,Mercer,48
11/30/14,Langston,80,Southeastern Louisiana,92
11/30/14,Bryant,66,Akron,72
11/30/14,Iona,77,Arkansas,94
11/30/14,UMass Lowell,69,Boston University,59
11/30/14,Johnson & Wales,65,Brown,75
11/30/14,South Dakota,68,Cal St. Bakersfield,66
11/30/14,Lipscomb,75,Colorado,84
11/30/14,Texas,55,Connecticut,54
11/30/14,New Hampshire,65,Dartmouth,63
11/30/14,New Orleans,60,Denver,79
11/30/14,Stanford,72,DePaul,87
11/30/14,Bowling Green,64,Detroit,63
11/30/14,Murray St.,68,Drake,59
11/30/14,Southern Miss,36,Drexel,59
11/30/14,Army,73,Duke,93
11/30/14,Central Connecticut,59,East Carolina,74
11/30/14,Eastern Oregon,87,Eastern Washington,104
11/30/14,Lafayette,82,Fairleigh Dickinson,61
11/30/14,Ave Maria,43,Florida Atlantic,54
11/30/14,California,64,Fresno St.,57
11/30/14,Fort Valley St.,49,Jacksonville St.,81
11/30/14,Providence,38,Kentucky,58
11/30/14,VMI,77,Maryland,95
11/30/14,Elon,70,Miami OH,68
11/30/14,North Dakota St.,72,Montana St.,51
11/30/14,USC,66,New Mexico,54
11/30/14,Florida A&M,56,Northern Colorado,95
11/30/14,Maine,56,Northern Illinois,61
11/30/14,Richmond,50,Northern Iowa,55
11/30/14,Portland St.,59,Oregon,81
11/30/14,Vermont,73,Quinnipiac,89
11/30/14,Campbell,62,Sacred Heart,71
11/30/14,Montana,57,San Francisco,76
11/30/14,Monmouth,51,SMU,63
11/30/14,Florida Gulf Coast,71,South Dakota St.,58
11/30/14,LIU Brooklyn,56,Temple,70
11/30/14,Howard Payne,39,Texas St.,68
11/30/14,Air Force,62,Texas Tech,63
11/30/14,Tennessee Tech,68,Tulane,73
11/30/14,Bethune Cookman,67,UCF,75
11/30/14,Charlotte,66,UNC Asheville,63
11/30/14,Southern Utah,93,UTSA,92
11/30/14,Portland,55,Valparaiso,70
11/30/14,Delaware,47,Villanova,78
11/30/14,Morgan St.,63,Virginia Tech,83
11/30/14,Hartford,57,Yale,69
11/30/14,Rhode Island,61,Georgia Tech,64
11/30/14,Santa Clara,68,Rider,60
11/30/14,San Diego,66,Western Michigan,68
11/30/14,Princeton,69,San Jose St.,54
11/30/14,Kansas,61,Michigan St.,56
11/30/14,Tennessee,59,Marquette,67
11/30/14,UTEP,65,Washington,68
11/30/14,Xavier,70,Long Beach St.,73
11/30/14,Penn St. Mont Alto,74,Lehigh,100
12/1/14,Texas Southern,49,Baylor,75
12/1/14,Marist,61,Boston College,79
12/1/14,Arkansas St.,67,Central Arkansas,49
12/1/14,Western Carolina,66,Charleston Southern,72
12/1/14,Rutgers,69,Clemson,64
12/1/14,Goldey Beacom,50,Coppin St.,103
12/1/14,Aquinas,59,Detroit,109
12/1/14,Marygrove Coll.,52,Eastern Michigan,83
12/1/14,Bucknell,72,Fairfield,66
12/1/14,Nebraska,70,Florida St.,65
12/1/14,Siena,67,Fordham,69
12/1/14,Minn-Duluth,52,Green Bay,78
12/1/14,Furman,52,Liberty,66
12/1/14,South Carolina,77,Marshall,59
12/1/14,East Tennessee St.,63,Morehead St.,59
12/1/14,Edward Waters,65,North Florida,97
12/1/14,Utah Valley,56,Sacramento St.,65
12/1/14,Jacksonville,70,Samford,76
12/1/14,Pacific Lutheran,33,Seattle,72
12/1/14,High Point,76,UNC Greensboro,68
12/1/14,Barber Scotia,43,USC Upstate,105
12/1/14,Oral Roberts,61,Weber St.,62
12/1/14,Savannah St.,47,Winthrop,68
12/2/14,Arkansas Pine Bluff,60,Akron,81
12/2/14,South Florida,71,Alabama,82
12/2/14,Gardner Webb,65,Arizona,91
12/2/14,Middle Tennessee,59,Belmont,63
12/2/14,Central Michigan,73,Bradley,84
12/2/14,UC Riverside,59,Cal St. Bakersfield,58
12/2/14,South Dakota,68,Cal St. Northridge,65
12/2/14,Georgia,86,Chattanooga,55
12/2/14,Stony Brook,52,Cincinnati,78
12/2/14,South Carolina St.,52,Coastal Carolina,66
12/2/14,The Citadel,55,College of Charleston,59
12/2/14,Loyola MD,64,Columbia,62
12/2/14,Northern Illinois,67,DePaul,78
12/2/14,Howard,63,Duquesne,81
12/2/14,Wright St.,78,Evansville,86
12/2/14,Kennesaw St.,38,FIU,59
12/2/14,Southeastern Louisiana,57,Gonzaga,76
12/2/14,Delaware St.,60,Hawaii,75
12/2/14,Norfolk St.,74,Hofstra,88
12/2/14,Montana-Western,66,Idaho St.,86
12/2/14,Grand Canyon,66,Illinois Chicago,61
